Species Scientific Name	Gene Title	Gene Symbol	ENTREZ_GENE_ID
Homo sapiens	"laminin, alpha 5"	LAMA5	3911
Homo sapiens	"laminin, beta 1"	LAMB1	3912
Homo sapiens	"ankyrin repeat domain 20 family, member A11, pseudogene"	ANKRD20A11P	391267
Homo sapiens	"laminin, beta 2 (laminin S)"	LAMB2	3913
Homo sapiens	peptidyl-tRNA hydrolase domain containing 1	PTRHD1	391356
Homo sapiens	"laminin, beta 3"	LAMB3	3914
Homo sapiens	"laminin, gamma 1 (formerly LAMB2)"	LAMC1	3915
Homo sapiens	lysosomal-associated membrane protein 1	LAMP1	3916
Homo sapiens	tripartite motif containing 61	TRIM61	391712
Homo sapiens	"laminin, gamma 2"	LAMC2	3918
Homo sapiens	Rho GTPase activating protein 1	ARHGAP1	392
Homo sapiens	lysosomal-associated membrane protein 2	LAMP2	3920
Homo sapiens	"family with sequence similarity 221, member B"	FAM221B	392307
Homo sapiens	CXXC finger protein 1 pseudogene 1	CXXC1P1	392459
Homo sapiens	glyoxalase domain containing 5	GLOD5	392465
Homo sapiens	stathmin 1	STMN1	3925
Homo sapiens	extracellular leucine-rich repeat and fibronectin type III domain containing 1	ELFN1	392617
Homo sapiens	LIM and SH3 protein 1	LASP1	3927
Homo sapiens	lipopolysaccharide binding protein	LBP	3929
Homo sapiens	Rho GTPase activating protein 4	ARHGAP4	393
Homo sapiens	lamin B receptor	LBR	3930
Homo sapiens	lecithin-cholesterol acyltransferase	LCAT	3931
Homo sapiens	"LCK proto-oncogene, Src family tyrosine kinase"	LCK	3932
Homo sapiens	lipocalin 1	LCN1	3933
Homo sapiens	lipocalin 2	LCN2	3934
Homo sapiens	lymphocyte cytosolic protein 1 (L-plastin)	LCP1	3936
Homo sapiens	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	LCP2	3937
Homo sapiens	lactase	LCT	3938
Homo sapiens	lactate dehydrogenase A	LDHA	3939
Homo sapiens	Rho GTPase activating protein 5	ARHGAP5	394
Homo sapiens	KLHL30 antisense RNA 1	KLHL30-AS1	394261
Homo sapiens	lactate dehydrogenase B	LDHB	3945
Homo sapiens	lactate dehydrogenase C	LDHC	3948
Homo sapiens	low density lipoprotein receptor	LDLR	3949
Homo sapiens	Rho GTPase activating protein 6	ARHGAP6	395
Homo sapiens	leukocyte cell-derived chemotaxin 2	LECT2	3950
Homo sapiens	leptin	LEP	3952
Homo sapiens	leptin receptor	LEPR	3953
Homo sapiens	leucine zipper-EF-hand containing transmembrane protein 1	LETM1	3954
Homo sapiens	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	LFNG	3955
Homo sapiens	"lectin, galactoside-binding, soluble, 1"	LGALS1	3956
Homo sapiens	"lectin, galactoside-binding, soluble, 2"	LGALS2	3957
Homo sapiens	"lectin, galactoside-binding, soluble, 3"	LGALS3	3958
Homo sapiens	"lectin, galactoside-binding, soluble, 3 binding protein"	LGALS3BP	3959
Homo sapiens	Rho GDP dissociation inhibitor (GDI) alpha	ARHGDIA	396
Homo sapiens	"lectin, galactoside-binding, soluble, 4"	LGALS4	3960
Homo sapiens	"lectin, galactoside-binding, soluble, 8"	LGALS8	3964
Homo sapiens	"lectin, galactoside-binding, soluble, 9"	LGALS9	3965
Homo sapiens	Rho GDP dissociation inhibitor (GDI) beta	ARHGDIB	397
Homo sapiens	luteinizing hormone/choriogonadotropin receptor	LHCGR	3973
Homo sapiens	LIM homeobox 1	LHX1	3975
Homo sapiens	leukemia inhibitory factor	LIF	3976
Homo sapiens	leukemia inhibitory factor receptor alpha	LIFR	3977
Homo sapiens	"ligase I, DNA, ATP-dependent"	LIG1	3978
Homo sapiens	Rho GDP dissociation inhibitor (GDI) gamma	ARHGDIG	398
Homo sapiens	"ligase III, DNA, ATP-dependent"	LIG3	3980
Homo sapiens	"ligase IV, DNA, ATP-dependent"	LIG4	3981
Homo sapiens	"lens intrinsic membrane protein 2, 19kDa"	LIM2	3982
Homo sapiens	actin binding LIM protein 1	ABLIM1	3983
Homo sapiens	LIM domain kinase 1	LIMK1	3984
Homo sapiens	LIM domain kinase 2	LIMK2	3985
Homo sapiens	LIM and senescent cell antigen-like domains 1	LIMS1	3987
Homo sapiens	"lipase A, lysosomal acid, cholesterol esterase"	LIPA	3988
Homo sapiens	ras homolog family member H	RHOH	399
Homo sapiens	"lipase, hepatic"	LIPC	3990
Homo sapiens	"lipase, hormone-sensitive"	LIPE	3991
Homo sapiens	lethal giant larvae homolog 2 (Drosophila)	LLGL2	3993
Homo sapiens	"sprouty-related, EVH1 domain containing 3"	SPRED3	399473
Homo sapiens	fatty acid desaturase 3	FADS3	3995
Homo sapiens	"solute carrier family 25, member 35"	SLC25A35	399512
Homo sapiens	lethal giant larvae homolog 1 (Drosophila)	LLGL1	3996
Homo sapiens	mex-3 RNA binding family member D	MEX3D	399664
Homo sapiens	"family with sequence similarity 102, member A"	FAM102A	399665
Homo sapiens	long intergenic non-protein coding RNA 86	LINC00086	399668
Homo sapiens	ribosomal protein L13a pseudogene 17	RPL13AP17	399670
Homo sapiens	HEAT repeat containing 4	HEATR4	399671
Homo sapiens	uncharacterized MGC50722	MGC50722	399693
Homo sapiens	"SHC (Src homology 2 domain containing) family, member 4"	SHC4	399694
Homo sapiens	uncharacterized protein DKFZp667F0711	DKFZp667F0711	399716
Homo sapiens	GATA3 antisense RNA 1	GATA3-AS1	399717
Homo sapiens	cancer susceptibility candidate 10	CASC10	399726
Homo sapiens	BMS1 pseudogene 5	BMS1P5	399761
Homo sapiens	"lectin, mannose-binding, 1"	LMAN1	3998
Homo sapiens	LBX1 antisense RNA 1 (head to head)	LBX1-AS1	399806
Homo sapiens	methyltransferase like 10	METTL10	399818
Homo sapiens	uncharacterized LOC399821	FLJ37035	399821
Homo sapiens	shadow of prion protein homolog (zebrafish) pseudogene 1	SPRNP1	399833
Homo sapiens	NAV2 antisense RNA 4	NAV2-AS4	399876
Homo sapiens	uncharacterized LOC399900	LOC399900	399900
Homo sapiens	pecanex-like 3 (Drosophila)	PCNXL3	399909
Homo sapiens	chromosome 11 open reading frame 87	C11orf87	399947
Homo sapiens	colorectal cancer associated 1	COLCA1	399948
Homo sapiens	chromosome 11 open reading frame 88	C11orf88	399949
Homo sapiens	mir-100-let-7a-2 cluster host gene (non-protein coding)	MIR100HG	399959
Homo sapiens	prostate and testis expressed 2	PATE2	399967
Homo sapiens	ST3GAL4 antisense RNA 1 (head to head)	ST3GAL4-AS1	399972
Homo sapiens	sorting nexin 19	SNX19	399979
Homo sapiens	acid-sensing (proton-gated) ion channel 2	ASIC2	40
Homo sapiens	ADP-ribosylation factor-like 1	ARL1	400
Homo sapiens	lamin A/C	LMNA	4000
Homo sapiens	long intergenic non-protein coding RNA 938	LINC00938	400027
Homo sapiens	uncharacterized LOC400043	LOC400043	400043
Homo sapiens	chromosome 12 open reading frame 76	C12orf76	400073
Homo sapiens	long intergenic non-protein coding RNA 939	LINC00939	400084
Homo sapiens	lamin B1	LMNB1	4001
Homo sapiens	serine-rich and transmembrane domain containing 1	SERTM1	400120
Homo sapiens	tumor suppressor candidate 8 (non-protein coding)	TUSC8	400128
Homo sapiens	FOXN3 antisense RNA 1	FOXN3-AS1	400236
Homo sapiens	long intergenic non-protein coding RNA 642	LINC00642	400238
Homo sapiens	DICER1 antisense RNA 1	DICER1-AS1	400242
Homo sapiens	chromosome 14 open reading frame 180	C14orf180	400258
Homo sapiens	chromosome 15 open reading frame 54	C15orf54	400360
Homo sapiens	LIM domain only 1 (rhombotin 1)	LMO1	4004
Homo sapiens	suppressor of tumorigenicity 20	ST20	400410
Homo sapiens	long intergenic non-protein coding RNA 1197	LINC01197	400456
Homo sapiens	LIM domain only 2 (rhombotin-like 1)	LMO2	4005
Homo sapiens	breast cancer anti-estrogen resistance 4 (non-protein coding)	BCAR4	400500
Homo sapiens	lysine-rich nucleolar protein 1	KNOP1	400506
Homo sapiens	uncharacterized LOC400512	FLJ21408	400512
Homo sapiens	uncharacterized LOC400541	LOC400541	400541
Homo sapiens	uncharacterized LOC400548	LOC400548	400548
Homo sapiens	FOXF1 adjacent non-coding developmental regulatory RNA	FENDRR	400550
Homo sapiens	chromosome 17 open reading frame 97	C17orf97	400566
Homo sapiens	uncharacterized LOC400568	LOC400568	400568
Homo sapiens	mediator complex subunit 11	MED11	400569
Homo sapiens	FLJ35934	FLJ35934	400579
Homo sapiens	GRB2-related adaptor protein-like	GRAPL	400581
Homo sapiens	TOB1 antisense RNA 1	TOB1-AS1	400604
Homo sapiens	KCNJ2 antisense RNA 1 (head to head)	KCNJ2-AS1	400617
Homo sapiens	SOX9 antisense RNA 1	SOX9-AS1	400618
Homo sapiens	uncharacterized LOC400620	LOC400620	400620
Homo sapiens	uncharacterized LOC400622	LOC400622	400622
Homo sapiens	FLJ46026 protein	FLJ46026	400627
Homo sapiens	testis expressed 19	TEX19	400629
Homo sapiens	long intergenic non-protein coding RNA 668	LINC00668	400643
Homo sapiens	uncharacterized LOC400654	LOC400654	400654
Homo sapiens	uncharacterized LOC400655	LOC400655	400655
Homo sapiens	long intergenic non-protein coding RNA 909	LINC00909	400657
Homo sapiens	long intergenic non-protein coding RNA 664	LINC00664	400680
Homo sapiens	uncharacterized LOC400684	LOC400684	400684
Homo sapiens	prickle homolog 3 (Drosophila)	PRICKLE3	4007
Homo sapiens	sialic acid binding Ig-like lectin 16 (gene/pseudogene)	SIGLEC16	400709
Homo sapiens	FLJ26850 protein	FLJ26850	400710
Homo sapiens	zinc finger protein 880	ZNF880	400713
Homo sapiens	SH2 domain containing 5	SH2D5	400745
Homo sapiens	uncharacterized LOC400748	LOC400748	400748
Homo sapiens	long intergenic non-protein coding RNA 1144	LINC01144	400752
Homo sapiens	"guanylate binding protein 1, interferon-inducible pseudogene 1"	GBP1P1	400759
Homo sapiens	chromosome 1 open reading frame 226	C1orf226	400793
Homo sapiens	uncharacterized LOC400794	LOC400794	400794
Homo sapiens	chromosome 1 open reading frame 220	C1orf220	400798
Homo sapiens	LIM domain 7	LMO7	4008
Homo sapiens	"defensin, beta 132"	DEFB132	400830
Homo sapiens	chromosome 20 open reading frame 202	C20orf202	400831
Homo sapiens	leucine-rich repeat-containing protein LOC400891	LOC400891	400891
Homo sapiens	"LIM homeobox transcription factor 1, alpha"	LMX1A	4009
Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 10	CHCHD10	400916
Homo sapiens	uncharacterized LOC400940	LOC400940	400940
Homo sapiens	long intergenic non-protein coding RNA 487	LINC00487	400941
Homo sapiens	long intergenic non-protein coding RNA 954	LINC00954	400946
Homo sapiens	FKSG49	FKSG49	400949
Homo sapiens	long intergenic non-protein coding RNA 1121	LINC01121	400952
Homo sapiens	echinoderm microtubule associated protein like 6	EML6	400954
Homo sapiens	long intergenic non-protein coding RNA 1122	LINC01122	400955
Homo sapiens	uncharacterized LOC400958	LOC400958	400958
Homo sapiens	PCBP1 antisense RNA 1	PCBP1-AS1	400960
Homo sapiens	poly(A) binding protein interacting protein 2B	PAIP2B	400961
Homo sapiens	ankyrin repeat domain 36C	ANKRD36C	400986
Homo sapiens	paired-like homeobox 2a	PHOX2A	401
Homo sapiens	"LIM homeobox transcription factor 1, beta"	LMX1B	4010
Homo sapiens	testis expressed 41 (non-protein coding)	TEX41	401014
Homo sapiens	HOXD antisense growth-associated long non-coding RNA	HAGLR	401022
Homo sapiens	fibrous sheath interacting protein 2	FSIP2	401024
Homo sapiens	IQ motif containing F3	IQCF3	401067
Homo sapiens	long intergenic non-protein coding RNA 960	LINC00960	401074
Homo sapiens	uncharacterized LOC401081	FLJ22763	401081
Homo sapiens	MBNL1 antisense RNA 1	MBNL1-AS1	401093
Homo sapiens	chromosome 3 open reading frame 80	C3orf80	401097
Homo sapiens	long intergenic non-protein coding RNA 884	LINC00884	401106
Homo sapiens	chromosome 4 open reading frame 48	C4orf48	401115
Homo sapiens	death domain containing 1	DTHD1	401124
Homo sapiens	uncharacterized LOC401134	LOC401134	401134
Homo sapiens	coiled-coil serine-rich protein 1	CCSER1	401145
Homo sapiens	chromosome 4 open reading frame 3	C4orf3	401152
Homo sapiens	FLJ33360 protein	FLJ33360	401172
Homo sapiens	uncharacterized LOC401176	LOC401176	401176
Homo sapiens	regulator of G-protein signaling 7 binding protein	RGS7BP	401190
Homo sapiens	leucyl/cystinyl aminopeptidase	LNPEP	4012
Homo sapiens	chromosome 5 open reading frame 63	C5orf63	401207
Homo sapiens	HIV-1 Tat specific factor 1 pseudogene 2	HTATSF1P2	401233
Homo sapiens	cancer susceptibility candidate 15 (non-protein coding)	CASC15	401237
Homo sapiens	long intergenic non-protein coding RNA 951	LINC00951	401260
Homo sapiens	FLJ38717 protein	FLJ38717	401261
Homo sapiens	cysteine-rich protein 3	CRIP3	401262
Homo sapiens	TRAM2 antisense RNA 1 (head to head)	TRAM2-AS1	401264
Homo sapiens	kelch-like family member 31	KLHL31	401265
Homo sapiens	uncharacterized LOC401282	DKFZp451B082	401282
Homo sapiens	long intergenic non-protein coding RNA 242	LINC00242	401288
Homo sapiens	von Willebrand factor A domain containing 5A	VWA5A	4013
Homo sapiens	uncharacterized LOC401312	LOC401312	401312
Homo sapiens	long intergenic non-protein coding RNA 997	LINC00997	401321
Homo sapiens	uncharacterized LOC401324	LOC401324	401324
Homo sapiens	leucine-rich repeats and death domain containing 1	LRRD1	401387
Homo sapiens	long intergenic non-protein coding RNA 998	LINC00998	401397
Homo sapiens	loricrin	LOR	4014
Homo sapiens	ATP6V0E2 antisense RNA 1	ATP6V0E2-AS1	401431
Homo sapiens	uncharacterized LOC401442	LOC401442	401442
Homo sapiens	uncharacterized LOC401463	LOC401463	401463
Homo sapiens	chromosome 8 open reading frame 59	C8orf59	401466
Homo sapiens	sterile alpha motif domain containing 12	SAMD12	401474
Homo sapiens	protein tyrosine phosphatase-like A domain containing 2	PTPLAD2	401494
Homo sapiens	long intergenic non-protein coding RNA 1242	LINC01242	401497
Homo sapiens	lysyl oxidase	LOX	4015
Homo sapiens	translocase of outer mitochondrial membrane 5 homolog (yeast)	TOMM5	401505
Homo sapiens	chromosome 9 open reading frame 152	C9orf152	401546
Homo sapiens	sorting nexin family member 30	SNX30	401548
Homo sapiens	WD repeat domain 38	WDR38	401551
Homo sapiens	lipocalin-like 1	LCNL1	401562
Homo sapiens	"family with sequence similarity 166, member A"	FAM166A	401565
Homo sapiens	uncharacterized LOC401585	FLJ25917	401585
Homo sapiens	ZNF674 antisense RNA 1 (head to head)	ZNF674-AS1	401588
Homo sapiens	lysyl oxidase-like 1	LOXL1	4016
Homo sapiens	"solute carrier family 25, member 53"	SLC25A53	401612
Homo sapiens	"family with sequence similarity 224, member A (non-protein coding)"	FAM224A	401630
Homo sapiens	"golgin A7 family, member B"	GOLGA7B	401647
Homo sapiens	lysyl oxidase-like 2	LOXL2	4017
Homo sapiens	"lipoprotein, Lp(a)"	LPA	4018
Homo sapiens	ADP-ribosylation factor-like 2	ARL2	402
Homo sapiens	SRR1 domain containing	SRRD	402055
Homo sapiens	uncharacterized LOC402160	LOC402160	402160
Homo sapiens	lipoprotein lipase	LPL	4023
Homo sapiens	spermatogenesis and oogenesis specific basic helix-loop-helix 1	SOHLH1	402381
Homo sapiens	"XK, Kell blood group complex subunit-related, X-linked"	XKRX	402415
Homo sapiens	long intergenic non-protein coding RNA 1000	LINC01000	402483
Homo sapiens	lactoperoxidase	LPO	4025
Homo sapiens	chromosome 7 open reading frame 61	C7orf61	402573
Homo sapiens	LIM domain containing preferred translocation partner in lipoma	LPP	4026
Homo sapiens	IgLON family member 5	IGLON5	402665
Homo sapiens	UFM1-specific peptidase 1 (non-functional)	UFSP1	402682
Homo sapiens	interferon induced transmembrane protein 10	IFITM10	402778
Homo sapiens	CSMD2 antisense RNA 1	CSMD2-AS1	402779
Homo sapiens	ADP-ribosylation factor-like 3	ARL3	403
Homo sapiens	uncharacterized protein FLJ31356	FLJ31356	403150
Homo sapiens	lymphoid-restricted membrane protein	LRMP	4033
Homo sapiens	uncharacterized LOC403312	MGC39545	403312
Homo sapiens	phosphatidic acid phosphatase type 2 domain containing 2	PPAPDC2	403313
Homo sapiens	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative)"	APOBEC4	403314
Homo sapiens	uncharacterized LOC403323 ///	LOC403323 /// RP11-791G15.1	403323
Homo sapiens	C-terminal binding protein 2 pseudogene	MGC70870	403340
Homo sapiens	zinc finger and BTB domain containing 34	ZBTB34	403341
Homo sapiens	leucine-rich repeats and calponin homology (CH) domain containing 4	LRCH4	4034
Homo sapiens	low density lipoprotein receptor-related protein 1	LRP1	4035
Homo sapiens	low density lipoprotein receptor-related protein 2	LRP2	4036
Homo sapiens	low density lipoprotein receptor-related protein 3	LRP3	4037
Homo sapiens	low density lipoprotein receptor-related protein 4	LRP4	4038
Homo sapiens	low density lipoprotein receptor-related protein 6	LRP6	4040
Homo sapiens	hyaluronan and proteoglycan link protein 4	HAPLN4	404037
Homo sapiens	CUE domain containing 1	CUEDC1	404093
Homo sapiens	low density lipoprotein receptor-related protein 5	LRP5	4041
Homo sapiens	WDFY3 antisense RNA 2	WDFY3-AS2	404201
Homo sapiens	"serine peptidase inhibitor, Kazal type 6"	SPINK6	404203
Homo sapiens	chromosome 10 open reading frame 85	C10orf85	404216
Homo sapiens	cortexin 1	CTXN1	404217
Homo sapiens	chromosome 6 open reading frame 201	C6orf201	404220
Homo sapiens	HOXB cluster antisense RNA 3	HOXB-AS3	404266
Homo sapiens	low density lipoprotein receptor-related protein associated protein 1	LRPAP1	4043
Homo sapiens	limbic system-associated membrane protein	LSAMP	4045
Homo sapiens	chromosome 16 open reading frame 74	C16orf74	404550
Homo sapiens	lymphocyte-specific protein 1	LSP1	4046
Homo sapiens	"family with sequence similarity 45, member A"	FAM45A	404636
Homo sapiens	"general transcription factor IIH, polypeptide 5"	GTF2H5	404672
Homo sapiens	"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"	LSS	4047
Homo sapiens	NPSR1 antisense RNA 1	NPSR1-AS1	404744
Homo sapiens	lymphotoxin alpha	LTA	4049
Homo sapiens	aryl hydrocarbon receptor nuclear translocator	ARNT	405
Homo sapiens	"lymphotoxin beta (TNF superfamily, member 3)"	LTB	4050
Homo sapiens	"cytochrome P450, family 4, subfamily F, polypeptide 3"	CYP4F3	4051
Homo sapiens	latent transforming growth factor beta binding protein 1	LTBP1	4052
Homo sapiens	latent transforming growth factor beta binding protein 2	LTBP2	4053
Homo sapiens	latent transforming growth factor beta binding protein 3	LTBP3	4054
Homo sapiens	"lymphotoxin beta receptor (TNFR superfamily, member 3)"	LTBR	4055
Homo sapiens	leukotriene C4 synthase	LTC4S	4056
Homo sapiens	lactotransferrin	LTF	4057
Homo sapiens	dual oxidase maturation factor 2	DUOXA2	405753
Homo sapiens	"endogenous retrovirus group FRD, member 1"	ERVFRD-1	405754
Homo sapiens	leukocyte receptor tyrosine kinase	LTK	4058
Homo sapiens	basal cell adhesion molecule (Lutheran blood group)	BCAM	4059
Homo sapiens	aryl hydrocarbon receptor nuclear translocator-like	ARNTL	406
Homo sapiens	lumican	LUM	4060
Homo sapiens	"lymphocyte antigen 6 complex, locus E"	LY6E	4061
Homo sapiens	"lymphocyte antigen 6 complex, locus H"	LY6H	4062
Homo sapiens	lymphocyte antigen 9	LY9	4063
Homo sapiens	CD180 molecule	CD180	4064
Homo sapiens	lymphocyte antigen 75	LY75	4065
Homo sapiens	lymphoblastic leukemia associated hematopoiesis regulator 1	LYL1	4066
Homo sapiens	"LYN proto-oncogene, Src family tyrosine kinase"	LYN	4067
Homo sapiens	SH2 domain containing 1A	SH2D1A	4068
Homo sapiens	microRNA let-7d	MIRLET7D	406886
Homo sapiens	lysozyme	LYZ	4069
Homo sapiens	microRNA 10a	MIR10A	406902
Homo sapiens	microRNA 142	MIR142	406934
Homo sapiens	microRNA 146a	MIR146A	406938
Homo sapiens	"arrestin 3, retinal (X-arrestin)"	ARR3	407
Homo sapiens	tumor-associated calcium signal transducer 2	TACSTD2	4070
Homo sapiens	microRNA 34a	MIR34A	407040
Homo sapiens	transmembrane 4 L six family member 1	TM4SF1	4071
Homo sapiens	epithelial cell adhesion molecule	EPCAM	4072
Homo sapiens	mannose-6-phosphate receptor (cation dependent)	M6PR	4074
Homo sapiens	cell cycle associated protein 1	CAPRIN1	4076
Homo sapiens	neighbor of BRCA1 gene 1	NBR1	4077
Homo sapiens	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A1"	FAM19A1	407738
Homo sapiens	miR-17-92 cluster host gene (non-protein coding)	MIR17HG	407975
Homo sapiens	"arrestin, beta 1"	ARRB1	408
Homo sapiens	NODAL modulator 3	NOMO3	408050
Homo sapiens	myristoylated alanine-rich protein kinase C substrate	MARCKS	4082
Homo sapiens	fibronectin type III domain containing 9	FNDC9	408263
Homo sapiens	MAX dimerization protein 1	MXD1	4084
Homo sapiens	MAD2 mitotic arrest deficient-like 1 (yeast)	MAD2L1	4085
Homo sapiens	"Homo sapiens cDNA clone IMAGE:7262571, with apparent retained intron. /// SMAD family member 1"	BC069804 /// SMAD1	4086
Homo sapiens	SMAD family member 2	SMAD2	4087
Homo sapiens	SMAD family member 3	SMAD3	4088
Homo sapiens	SMAD family member 4	SMAD4	4089
Homo sapiens	"arrestin, beta 2"	ARRB2	409
Homo sapiens	SMAD family member 5	SMAD5	4090
Homo sapiens	SMAD family member 6	SMAD6	4091
Homo sapiens	SMAD family member 7	SMAD7	4092
Homo sapiens	SMAD family member 9	SMAD9	4093
Homo sapiens	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G	MAFG	4097
Homo sapiens	myelin associated glycoprotein	MAG	4099
Homo sapiens	acid-sensing (proton-gated) ion channel 1	ASIC1	41
Homo sapiens	arylsulfatase A	ARSA	410
Homo sapiens	"melanoma antigen family A, 1 (directs expression of antigen MZ2-E)"	MAGEA1	4100
Homo sapiens	"melanoma antigen family A, 4"	MAGEA4	4103
Homo sapiens	"melanoma antigen family A, 6"	MAGEA6	4105
Homo sapiens	"melanoma antigen family A, 8"	MAGEA8	4107
Homo sapiens	"melanoma antigen family A, 10"	MAGEA10	4109
Homo sapiens	arylsulfatase B	ARSB	411
Homo sapiens	"melanoma antigen family A, 11"	MAGEA11	4110
Homo sapiens	"melanoma antigen family A, 12"	MAGEA12	4111
Homo sapiens	"melanoma antigen family B, 1"	MAGEB1	4112
Homo sapiens	"melanoma antigen family B, 2"	MAGEB2	4113
Homo sapiens	"melanoma antigen family B, 3"	MAGEB3	4114
Homo sapiens	"melanoma antigen family B, 4"	MAGEB4	4115
Homo sapiens	male germ cell-associated kinase	MAK	4117
Homo sapiens	"mal, T-cell differentiation protein"	MAL	4118
Homo sapiens	"steroid sulfatase (microsomal), isozyme S"	STS	412
Homo sapiens	"mannosidase, alpha, class 1A, member 1"	MAN1A1	4121
Homo sapiens	"mannosidase, alpha, class 2A, member 2"	MAN2A2	4122
Homo sapiens	"mannosidase, alpha, class 2C, member 1"	MAN2C1	4123
Homo sapiens	"mannosidase, alpha, class 2A, member 1"	MAN2A1	4124
Homo sapiens	"mannosidase, alpha, class 2B, member 1"	MAN2B1	4125
Homo sapiens	"mannosidase, beta A, lysosomal"	MANBA	4126
Homo sapiens	monoamine oxidase A	MAOA	4128
Homo sapiens	monoamine oxidase B	MAOB	4129
Homo sapiens	microtubule-associated protein 1A	MAP1A	4130
Homo sapiens	microtubule-associated protein 1B	MAP1B	4131
Homo sapiens	microtubule-associated protein 2	MAP2	4133
Homo sapiens	microtubule-associated protein 4	MAP4	4134
Homo sapiens	microtubule-associated protein 6	MAP6	4135
Homo sapiens	microtubule-associated protein tau	MAPT	4137
Homo sapiens	arylsulfatase D	ARSD	414
Homo sapiens	MAP/microtubule affinity-regulating kinase 3	MARK3	4140
Homo sapiens	chromosome 10 open reading frame 62	C10orf62	414157
Homo sapiens	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"	AGAP6	414189
Homo sapiens	cyclin Y-like 2	CCNYL2	414194
Homo sapiens	CELF2 antisense RNA 1	CELF2-AS1	414196
Homo sapiens	"MAS1 proto-oncogene, G protein-coupled receptor"	MAS1	4142
Homo sapiens	ZNF32 antisense RNA 3	ZNF32-AS3	414201
Homo sapiens	proline rich 26	PRR26	414235
Homo sapiens	chromosome 10 open reading frame 55	C10orf55	414236
Homo sapiens	DNAJC9 antisense RNA 1	DNAJC9-AS1	414245
Homo sapiens	long intergenic non-protein coding RNA 619	LINC00619	414260
Homo sapiens	"methionine adenosyltransferase I, alpha"	MAT1A	4143
Homo sapiens	uncharacterized LOC414300	LOC414300	414300
Homo sapiens	DNA-damage inducible 1 homolog 1 (S. cerevisiae)	DDI1	414301
Homo sapiens	long intergenic non-protein coding RNA 587	LINC00587	414319
Homo sapiens	"idnK, gluconokinase homolog (E. coli)"	IDNK	414328
Homo sapiens	lipocalin 10	LCN10	414332
Homo sapiens	"methionine adenosyltransferase II, alpha"	MAT2A	4144
Homo sapiens	megakaryocyte-associated tyrosine kinase	MATK	4145
Homo sapiens	"matrilin 1, cartilage matrix protein"	MATN1	4146
Homo sapiens	DDR1 antisense RNA 1 (head to head)	DDR1-AS1	414771
Homo sapiens	HLA complex group 18 (non-protein coding)	HCG18	414777
Homo sapiens	matrilin 3	MATN3	4148
Homo sapiens	"BH3-like motif containing, cell death inducer"	BLID	414899
Homo sapiens	MYC associated factor X	MAX	4149
Homo sapiens	DENN/MADD domain containing 6B	DENND6B	414918
Homo sapiens	chromosome 8 open reading frame 82	C8orf82	414919
Homo sapiens	long intergenic non-protein coding RNA 593	LINC00593	414926
Homo sapiens	"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene"	MGC34796	414927
Homo sapiens	arylsulfatase E (chondrodysplasia punctata 1)	ARSE	415
Homo sapiens	MYC-associated zinc finger protein (purine-binding transcription factor)	MAZ	4150
Homo sapiens	CNTFR antisense RNA 1	CNTFR-AS1	415056
Homo sapiens	myoglobin	MB	4151
Homo sapiens	"Pim-3 proto-oncogene, serine/threonine kinase"	PIM3	415116
Homo sapiens	syntaxin 19	STX19	415117
Homo sapiens	methyl-CpG binding domain protein 1	MBD1	4152
Homo sapiens	"mannose-binding lectin (protein C) 2, soluble"	MBL2	4153
Homo sapiens	muscleblind-like splicing regulator 1	MBNL1	4154
Homo sapiens	myelin basic protein	MBP	4155
Homo sapiens	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	MC1R	4157
Homo sapiens	melanocortin 2 receptor (adrenocorticotropic hormone)	MC2R	4158
Homo sapiens	melanocortin 3 receptor	MC3R	4159
Homo sapiens	arylsulfatase F	ARSF	416
Homo sapiens	melanocortin 4 receptor	MC4R	4160
Homo sapiens	melanocortin 5 receptor	MC5R	4161
Homo sapiens	melanoma cell adhesion molecule	MCAM	4162
Homo sapiens	mutated in colorectal cancers	MCC	4163
Homo sapiens	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6	CHST6	4166
Homo sapiens	MCF.2 cell line derived transforming sequence	MCF2	4168
Homo sapiens	ADP-ribosyltransferase 1	ART1	417
Homo sapiens	myeloid cell leukemia 1	MCL1	4170
Homo sapiens	minichromosome maintenance complex component 2	MCM2	4171
Homo sapiens	minichromosome maintenance complex component 3	MCM3	4172
Homo sapiens	minichromosome maintenance complex component 4	MCM4	4173
Homo sapiens	minichromosome maintenance complex component 5	MCM5	4174
Homo sapiens	minichromosome maintenance complex component 6	MCM6	4175
Homo sapiens	minichromosome maintenance complex component 7	MCM7	4176
Homo sapiens	"CD46 molecule, complement regulatory protein"	CD46	4179
Homo sapiens	sperm mitochondria-associated cysteine-rich protein	SMCP	4184
